YYYYMM,Hydro,Coal,Gas,Diesel,Nuclear,RES,Total
198001.0,10833.0,14875.0,168.0,164.0,640.0,0.0,26680.0
198002.0,10833.0,14875.0,168.0,164.0,640.0,0.0,26680.0
198003.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198004.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198005.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198006.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198007.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198008.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198009.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198010.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198011.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198012.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198101.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198102.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198103.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198104.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198105.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198106.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198107.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198108.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198109.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198110.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198111.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198112.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198201.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198202.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198203.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198204.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198205.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198206.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198207.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198208.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198209.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198210.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198211.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198212.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198301.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198302.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198303.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198304.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198305.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198306.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198307.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198308.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198309.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198310.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198311.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198312.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198401.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198402.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198403.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198404.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198405.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198406.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198407.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198408.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198409.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198410.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198411.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198412.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198501.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198502.0,11384.0,15991.0,268.0,165.0,640.0,0.0,28448.0
198503.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198504.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198505.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198506.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198507.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198508.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198509.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198510.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198511.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198512.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198601.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198602.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198603.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198604.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198605.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198606.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198607.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198608.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198609.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198610.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198611.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198612.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198701.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198702.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198703.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198704.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198705.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198706.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198707.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198708.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198709.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198710.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198711.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198712.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198801.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198802.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198803.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198804.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198805.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198806.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198807.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198808.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198809.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198810.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198811.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198812.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198901.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198902.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198903.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198904.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198905.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198906.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198907.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198908.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198909.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198910.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198911.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
198912.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
199001.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
199002.0,14460.0,26311.0,542.0,177.0,1095.0,0.0,42585.0
199003.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199004.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199005.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199006.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199007.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199008.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199009.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199010.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199011.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199012.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199101.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199102.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199103.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199104.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199105.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199106.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199107.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199108.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199109.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199110.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199111.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199112.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199201.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199202.0,18307.0,41236.0,2343.0,165.0,1565.0,0.0,63616.0
199203.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199204.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199205.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199206.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199207.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199208.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199209.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199210.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199211.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199212.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199301.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199302.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199303.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199304.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199305.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199306.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199307.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199308.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199309.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199310.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199311.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199312.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199401.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199402.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199403.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199404.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199405.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199406.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199407.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199408.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199409.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199410.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199411.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199412.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199501.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199502.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199503.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199504.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199505.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199506.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199507.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199508.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199509.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199510.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199511.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199512.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199601.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199602.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199603.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199604.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199605.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199606.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199607.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199608.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199609.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199610.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199611.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199612.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199701.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199702.0,19194.0,44791.0,3095.0,168.0,1785.0,32.0,69065.0
199703.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199704.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199705.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199706.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199707.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199708.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199709.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199710.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199711.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199712.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199801.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199802.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199803.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199804.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199805.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199806.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199807.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199808.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199809.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199810.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199811.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199812.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199901.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199902.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199903.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199904.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199905.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199906.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199907.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199908.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199909.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199910.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199911.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
199912.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200001.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200002.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200003.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200004.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200005.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200006.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200007.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200008.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200009.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200010.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200011.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200012.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200101.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200102.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200103.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200104.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200105.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200106.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200107.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200108.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200109.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200110.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200111.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200112.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200201.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200202.0,21658.0,54154.0,6562.0,294.0,2225.0,902.0,85795.0
200203.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200204.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200205.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200206.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200207.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200208.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200209.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200210.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200211.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200212.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200301.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200302.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200303.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200304.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200305.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200306.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200307.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200308.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200309.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200310.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200311.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200312.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200401.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200402.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200403.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200404.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200405.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200406.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200407.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200408.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200409.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200410.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200411.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200412.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200501.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200502.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200503.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200504.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200505.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200506.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200507.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200508.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200509.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200510.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200511.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200512.0,26269.0,62131.0,11163.0,1135.0,2720.0,1628.0,105046.0
200601.0,32135.05,68433.08,12662.61,1201.75,3310.0,6158.32,123900.81
200602.0,32135.05,68433.08,12662.61,1201.75,3310.0,6158.32,123900.81
200603.0,32325.77,68518.88,12689.91,1201.75,3360.0,6190.86,124287.17000000001
200604.0,32325.77,68518.88,12704.71,1201.75,3360.0,6190.86,124301.97000000002
200605.0,32325.77,68488.88,12704.71,1201.75,3360.0,6190.86,124271.97000000002
200606.0,32725.77,68488.88,13581.71,1201.75,3900.0,6190.86,126088.97000000002
200607.0,32975.77,68988.88,13581.71,1201.75,3900.0,6190.86,126838.96999999999
200608.0,33130.77,68988.88,13581.71,1201.75,3900.0,6190.86,126993.96999999999
200609.0,33349.77,69198.88,13581.71,1201.75,3900.0,6190.86,127422.96999999999
200610.0,33599.77,69198.88,13581.71,1201.75,3900.0,6190.86,127672.96999999999
200611.0,33599.77,69198.88,13581.71,1201.75,3900.0,6190.86,127672.96999999999
200612.0,33641.77,69236.38,13581.71,1201.75,3900.0,6190.86,127752.46999999999
200701.0,33941.77,69366.38,13581.71,1201.75,3900.0,6190.86,128182.46999999999
200702.0,34085.77,69621.38,13581.71,1201.75,3900.0,6190.86,128581.46999999999
200703.0,34653.77,71121.38,13691.71,1201.75,3900.0,7760.6,132329.21
200704.0,34653.77,70682.38,13691.71,1201.75,4120.0,7760.6,132110.21
200705.0,33485.76,71432.38,13691.71,1201.75,4120.0,10145.03,134076.63
200706.0,33485.76,71932.38,13801.71,1201.75,4120.0,10175.03,134716.63
200707.0,33775.76,71932.38,13801.71,1201.75,4120.0,10175.03,135006.63
200708.0,34130.76,71932.38,13841.71,1201.75,4120.0,10175.03,135401.63
200709.0,34260.76,72182.38,13841.71,1201.75,4120.0,10175.03,135781.63
200710.0,34390.76,72432.38,14581.71,1201.75,4120.0,10175.03,136901.63
200711.0,34680.76,73492.38,14581.71,1201.75,4120.0,10175.03,138251.63
200712.0,34680.76,74752.38,14691.71,1201.75,4120.0,10855.24,140301.84
200801.0,35208.76,75002.38,14691.71,1201.75,4120.0,10855.24,141079.84
200802.0,35378.76,75252.38,14691.71,1201.75,4120.0,10855.24,141499.84
200803.0,35908.76,76048.88,14656.21,1201.75,4120.0,11125.41,143061.01
200804.0,35908.76,76298.88,14656.21,1201.75,4120.0,11125.41,143311.01
200805.0,36033.76,76298.88,14716.01,1201.75,4120.0,12194.57,144564.97000000003
200806.0,36033.76,76648.88,14716.01,1199.75,4120.0,12194.57,144912.97000000003
200807.0,36158.76,77198.88,14716.01,1199.75,4120.0,12194.57,145587.97000000003
200808.0,36197.76,77198.88,14716.01,1199.75,4120.0,12194.57,145626.97000000003
200809.0,36347.76,76988.88,14704.01,1199.75,4120.0,12194.57,145554.97000000003
200810.0,36497.76,76988.88,14704.01,1199.75,4120.0,13242.41,146752.81000000003
200811.0,36647.76,76988.88,14704.01,1199.75,4120.0,13242.41,146902.81000000003
200812.0,36647.76,77458.88,14734.01,1199.75,4120.0,13242.41,147402.81000000003
200901.0,36762.76,77398.88,14734.01,1199.75,4120.0,13242.41,147457.81000000003
200902.0,36877.76,77398.88,14876.71,1199.75,4120.0,13242.41,147715.51
200903.0,36877.76,77648.88,14876.61,1199.75,4120.0,13242.41,147965.41
200904.0,36877.76,77948.88,14876.61,1199.75,4120.0,13242.41,148265.41
200905.0,36877.76,77948.88,16003.11,1199.75,4120.0,13242.41,149391.91
200906.0,36916.76,78458.88,16385.61,1199.75,4120.0,13242.41,150323.41
200907.0,36916.76,79208.88,16385.61,1199.75,4120.0,13242.41,151073.41
200908.0,36916.76,80283.88,16385.61,1199.75,4120.0,13242.41,152148.41
200909.0,36885.4,80395.88,16448.85,1199.75,4120.0,13310.21,152360.09
200910.0,36885.4,81355.88,16822.85,1199.75,4120.0,13310.21,153694.09
200911.0,36885.4,81605.88,16822.85,1199.75,4120.0,15225.35,155859.23
200912.0,36885.4,81605.88,17055.85,1199.75,4120.0,15225.35,156092.23
201001.0,36885.4,82095.88,17055.85,1199.75,4120.0,15427.1,156783.98
201002.0,36863.4,82343.38,17055.85,1199.75,4340.0,15427.1,157229.48
201003.0,36863.4,84198.38,17055.85,1199.75,4560.0,15521.11,159398.49
201004.0,36863.4,84448.38,17055.85,1199.75,4560.0,15521.11,159648.49
201005.0,36913.4,85193.38,17055.85,1199.75,4560.0,16429.42,161351.8
